product_name,average_sentiment_score
J K INTERNATIONAL High quality Skating in-line Shoe have different size and with PU LED wheel In-line Skates - (Blue) In-line Skates - Size 6-9 UK??????????(Blue),0.8292682926829268
Vidisa Audio Interface AMP iRig System Guitar Effects Pedal Audio Reciver??????(Black),0.8350515463917526
"Charlene Unisex Intimate Spray Mist Perfume (50ml, Pack of 1) Perfume  -  50 ml??????(For Men & Women)",0.9024390243902439
"Men Solid Single Breasted Casual, Festive, Festive & Wedding, Formal, Party, Wedding Blazer??????(Dark Blue)",1.0
"Glemora ISO Certified 100 Units Disposable 3 Ply Pharmaceutical Breathable Surgical Premium Black Disposable mask Non-Reusable Surgical Mask With Melt Blown Fabric Layer??????(Black, Free Size, Pack of 100, 3 Ply)",0.6038961038961039
Lenon 5 Pair Soft Silica Gel Noise Reduction for Sleeping/Meditation/Swimming Adult Ear Plug??????????(Multicolor),0.8571428571428571
"Velvet Self Design, Embroidered Maroon Men Dupatta",1.0
Analogue Diamond Rosegold Dial Watch With Bracelet For Women Or Girls and Watch for Girl or Women (Combo of 3) Analog Watch  - For Women,1.0
Women Regular Fit Black Viscose Rayon Trousers,1.0
AVSRETAIL AVS RETAIL Black swimming cap with swimming goggle Swimming Kit,0.8695652173913043
"Men Solid Single Breasted Party, Formal Blazer??????(Blue)",1.0
Women Relaxed Maroon Viscose Rayon Trousers,1.0
Women Black Sling Bag,1.0
Women Casual Gold Metal Belt,1.0
DOMS Art Strokes Kit,0.9696969696969697
"Khadi Cotton Printed Black, White Men Dupatta",1.0
"Top - Pyjama Set Thermal For Boys & Girls??????(Multicolor, Pack of 2)",1.0
NIVIA UNI-MASK Swimming Goggles??????????(White),0.9090909090909091
Men Graphic Print Round Neck Black T-Shirt,1.0
Analog White Dial Watch With Heart Shape Rosegold Bracelet Combo For Womens And Girls Pack Of 2 Analog Watch  - For Women,1.0
Women Black Artificial Leather Belt,1.0
"Skylofts Soft Silicone Noise Reduction Ear Plugs for Sleeping, Meditation, Swimming adult and child, Reusable Earmuff for Travel Flights (Pack of 5) Ear Plug??????????(Multicolor)",0.7699115044247787
"The Sharp Club SH2004BK Steel Toe Leather Safety Shoe??????(Black, S1)",0.7835051546391752
"Pack of 2 Solid Men Black, Blue Casual Shorts",1.0
MALABAR GOLD & DIAMONDS NBJCHN024 Rope Chain Yellow Gold Precious Chain??????(18kt),1.0
YUV Digital LCD Pre-Calibrated TDS Meter Tester Portable Pen 0.01 High Accurate Filter Measuring Water Quality Purity Test Analyzer Tool for Aquarium Pool Hydroponics & Drinking RO Water Digital TDS Meter,0.8229166666666666
Women White Sling Bag,1.0
"Fashion Tree TW12 Steel Toe Genuine Leather Safety Shoe??????(Black, SB)",0.6842105263157895
"SPEEDO Unisex-Adult Plain Flat Silicone Swimming Cap??????????(Blue, Pack of 1)",0.7
"DIXON Leather Skate Shoes with Carry Bag, Unisex Quad Roller Skates - Size 7??????????(Multicolor)",0.8888888888888888
Flipkart SmartBuy Leak Proof Pain Relief Non Electrical 2 L Hot Water Bag??????(Blue),0.84472049689441
"Lakm?? Eyeconic Kajal Twin Pack??????(Deep Black, 0.7 g)",0.9666324435318275
"Nea Electric Hot Water (With Filled Gel) Warm Bag for Pain Relief & Massager Electrical 1 L Hot Water Bag??????(Red, White)",0.7447916666666666
Men Solid Single Breasted Casual Blazer??????(Purple),1.0
Boys Full Sleeve Printed Hooded Sweatshirt,1.0
"Men Solid Single Breasted Casual, Wedding Blazer??????(Black)",1.0
Women Regular Fit White Viscose Rayon Trousers,1.0
"H&M Store MONDAY - SUNDAY (Morning, Noon, Night) Medicine organizer box | Pill organizer 21 Compartments, (Multicolor, Pack of 1) Pill Box??????(Multicolor)",0.9210526315789473
Mylab CoviSelf COVID-19 Rapid COVID-19 Rapid Antigen Kit (Home-based/self),0.7027027027027027
Women Casual Black Fabric Belt,1.0
"Velvet Self Design, Embellished Maroon Men Dupatta",1.0
Printed Men Three Fourths,1.0
"Men Solid Single Breasted Formal, Wedding Blazer??????(Black)",1.0
SONY XM-N502 Two Class AB Car Amplifier,0.8936170212765957
Cotton Blend Embroidered Red Men Dupatta,1.0
DALUCI Waterproof Swimming Professional Silicone Swim Earplugs for Adult Swimmers Children Diving Soft Anti-Noise Ear Plug Ear Plug??????????(Multicolor),0.5595238095238095
Men Solid Single Breasted Formal Blazer??????(Grey),1.0
J K INTERNATIONAL High quality Skating in-line Shoe have different size and with PU LED wheel In-line Skates - (Red) In-line Skates - Size 6-9 UK??????????(Red),0.88
Strauss Swimming Kit | Swimming Goggles | Swimming Cap | Swimming Accessories Swimming Kit,0.8518518518518519
Bestie Toys Adjustable kids Suitable Quad Roller Skates - Size 6 to 12 UK??????????(Red),0.9
"Women Casual, Formal, Party, Evening Black, Gold Artificial Leather Belt",1.0
JXL 3way 6 inch Car Speaker 1690 Coaxial Car Speaker??????(600 W),0.8902439024390244
ArrowMax HIGH QUALITY MEN SWIMMING COSTUME FREE SIZE (28in-34in) GOGGLES CAP 2 EARPLUG NOSE CLIP SWIMSUIT Swimming Kit,0.8571428571428571
"Men Solid Single Breasted Casual, Festive, Formal, Festive & Wedding, Party, Wedding Blazer??????(Blue)",1.0
"Viscose Blend Solid, Self Design Black Men Dupatta",1.0
"Men Formal, Casual Blue Artificial Leather Wallet - Regular Size??????(8 Card Slots)",1.0
